coach_qid,entity_qid,startDate,endDate
Q545682,Q1133689,2020-05-09T00:00:00Z,2020-11-10T00:00:00Z
Q545682,Q245162,2023-07-09T00:00:00Z,2024-04-17T00:00:00Z
Q545682,Q202645,2023-07-09T00:00:00Z,2024-04-17T00:00:00Z
Q545682,Q221614,2023-07-09T00:00:00Z,2024-04-17T00:00:00Z
Q923131,Q298285,1996-07-01T00:00:00Z,1998-06-30T00:00:00Z
Q923131,Q19521,2001-01-05T00:00:00Z,2001-06-30T00:00:00Z
Q923131,Q503317,2002-07-01T00:00:00Z,2007-06-30T00:00:00Z
Q923131,Q210864,2007-07-01T00:00:00Z,2008-06-30T00:00:00Z
Q923131,Q19516,2008-07-01T00:00:00Z,2013-06-30T00:00:00Z
Q923131,Q2739,2013-07-01T00:00:00Z,2016-01-13T00:00:00Z
Q923131,Q132885,2016-10-20T00:00:00Z,2019-06-30T00:00:00Z
Q923131,Q704,2019-10-14T00:00:00Z,2021-06-30T00:00:00Z
Q923131,Q482764,2022-06-29T00:00:00Z,2023-06-15T00:00:00Z
Q923131,Q2641,2023-06-15T00:00:00Z,2023-11-14T00:00:00Z
Q923131,Q166776,2025-01-24T00:00:00Z,
Q681381,Q1543,,
Q986195,Q1543,,
Q1279343,Q18723,,
Q742534,Q19595,,
Q1024171,Q2609,2009-01-01T00:00:00Z,2010-01-01T00:00:00Z
Q1024171,Q8603,2024-03-01T00:00:00Z,2024-06-03T00:00:00Z
Q354529,Q13385,2004-06-01T00:00:00Z,2005-04-30T00:00:00Z
Q354529,Q6721,2005-06-19T00:00:00Z,2005-09-26T00:00:00Z
Q354529,Q6721,2006-03-17T00:00:00Z,2006-09-29T00:00:00Z
Q354529,Q944876,2007-06-01T00:00:00Z,2007-06-17T00:00:00Z
Q354529,Q8603,2007-06-17T00:00:00Z,2008-04-28T00:00:00Z
Q354529,Q1900,2008-04-29T00:00:00Z,2010-03-13T00:00:00Z
Q354529,Q1543,2010-05-25T00:00:00Z,2013-12-13T00:00:00Z
Q354529,Q1422,2014-07-16T00:00:00Z,2019-06-16T00:00:00Z
Q354529,Q1422,2021-07-01T00:00:00Z,2024-05-17T00:00:00Z
Q354529,Q1543,2025-05-30T00:00:00Z,
Q2591305,Q1543,,
Q1637407,Q7156,,
Q1637407,Q2297920,1949-01-01T00:00:00Z,1952-01-01T00:00:00Z
Q1637407,Q576521,1952-01-01T00:00:00Z,1953-01-01T00:00:00Z
Q1637407,Q12260,1952-01-01T00:00:00Z,1953-01-01T00:00:00Z
Q1637407,Q10319,1953-01-01T00:00:00Z,1956-01-01T00:00:00Z
Q1637407,Q10333,1956-01-01T00:00:00Z,
Q1637407,Q10333,1958-01-01T00:00:00Z,
Q1637407,Q10329,1959-01-01T00:00:00Z,1961-01-01T00:00:00Z
Q1637407,Q8749,1959-01-01T00:00:00Z,1959-01-01T00:00:00Z
Q1637407,Q7156,1961-01-01T00:00:00Z,1961-01-01T00:00:00Z
Q1637407,Q132885,1962-01-01T00:00:00Z,1963-01-01T00:00:00Z
Q1637407,Q2739,1964-01-01T00:00:00Z,1965-01-01T00:00:00Z
Q1637407,Q124518,1965-01-01T00:00:00Z,1966-01-01T00:00:00Z
Q123937,Q289112,,
Q1317738,Q845043,2018-12-19T00:00:00Z,2019-06-02T00:00:00Z
Q1317738,Q759482,2019-10-08T00:00:00Z,2020-01-08T00:00:00Z
Q1317738,Q8476,2020-01-01T00:00:00Z,2021-01-01T00:00:00Z
Q1317738,Q13391,2021-01-01T00:00:00Z,
Q3851429,Q6748,,
Q3770903,Q1543,,
Q578673,Q2710,1980-07-01T00:00:00Z,1981-06-30T00:00:00Z
Q578673,Q289613,1981-07-01T00:00:00Z,1982-06-30T00:00:00Z
Q578673,Q16344,1982-07-01T00:00:00Z,1983-06-30T00:00:00Z
Q578673,Q8428,1983-12-04T00:00:00Z,1984-02-26T00:00:00Z
Q578673,Q16344,1984-07-01T00:00:00Z,1985-06-30T00:00:00Z
Q578673,Q2052,1985-07-01T00:00:00Z,1986-06-30T00:00:00Z
Q578673,Q1120838,1987-07-01T00:00:00Z,1988-01-04T00:00:00Z
Q578673,Q6630,1990-01-28T00:00:00Z,1990-06-30T00:00:00Z
Q578673,Q2052,1993-01-06T00:00:00Z,1993-04-30T00:00:00Z
Q677456,Q1543,,
Q1489747,Q289707,,
Q3019103,Q289339,,
Q3894528,Q1543,,
Q3852721,Q2609,,
Q3852721,Q2087988,2000-07-01T00:00:00Z,2003-06-30T00:00:00Z
Q3852721,Q289696,2003-06-01T00:00:00Z,2005-05-30T00:00:00Z
Q3852721,Q2710,2005-06-09T00:00:00Z,2006-05-30T00:00:00Z
Q3852721,Q297430,2006-10-01T00:00:00Z,2007-02-13T00:00:00Z
Q3852721,Q298217,2007-06-18T00:00:00Z,2007-07-23T00:00:00Z
Q3852721,Q8639,2007-12-01T00:00:00Z,2008-01-27T00:00:00Z
Q3852721,Q16344,2008-08-23T00:00:00Z,2009-01-15T00:00:00Z
Q3852721,Q6721,2010-02-24T00:00:00Z,2010-05-30T00:00:00Z
Q3852721,Q16348,2010-06-06T00:00:00Z,2011-05-24T00:00:00Z
Q3852721,Q1508747,2011-06-06T00:00:00Z,2011-11-13T00:00:00Z
Q3852721,Q6703,2012-05-25T00:00:00Z,2015-05-04T00:00:00Z
Q3852721,Q2641,2015-05-11T00:00:00Z,2018-05-23T00:00:00Z
Q3852721,Q9616,2018-06-14T00:00:00Z,2019-06-16T00:00:00Z
Q3852721,Q1422,2019-06-16T00:00:00Z,2020-08-08T00:00:00Z
Q3852721,Q2609,2021-06-09T00:00:00Z,2024-03-12T00:00:00Z
Q361027,Q1543,,
Q519550,Q2714,,
Q317599,Q193481,2017-05-28T00:00:00Z,2018-03-06T00:00:00Z
Q317599,Q455971,2019-06-20T00:00:00Z,
Q3940276,Q6673,2002-01-01T00:00:00Z,2005-01-01T00:00:00Z
Q3940276,Q6651,2005-01-01T00:00:00Z,2006-01-01T00:00:00Z
Q3940276,Q6641,2006-01-01T00:00:00Z,2007-01-01T00:00:00Z
Q3940276,Q13381,2007-01-01T00:00:00Z,2009-01-01T00:00:00Z
Q3940276,Q56542463,2009-01-01T00:00:00Z,2011-01-01T00:00:00Z
Q3940276,Q8633,2011-01-01T00:00:00Z,2012-01-01T00:00:00Z
Q3940276,Q2018,2012-01-01T00:00:00Z,2014-01-01T00:00:00Z
Q3940276,Q2037,2014-01-01T00:00:00Z,2018-01-01T00:00:00Z
Q3940276,Q1900,2018-01-01T00:00:00Z,2020-01-01T00:00:00Z
Q3940276,Q289613,2022-07-01T00:00:00Z,
Q901237,Q8723,,
Q1785131,Q193749,2022-01-01T00:00:00Z,
Q4734615,Q2074,2019-06-01T00:00:00Z,2019-10-21T00:00:00Z
Q10346582,Q1323096,2007-07-01T00:00:00Z,2008-06-30T00:00:00Z
Q10346582,Q3349296,2008-07-01T00:00:00Z,2009-06-30T00:00:00Z
Q10346582,Q2980334,2009-07-01T00:00:00Z,2011-06-30T00:00:00Z
Q10346582,Q1023163,2011-06-07T00:00:00Z,2012-05-27T00:00:00Z
Q10346582,Q371136,2012-05-28T00:00:00Z,2013-06-09T00:00:00Z
Q10346582,Q128446,2013-06-10T00:00:00Z,2014-03-05T00:00:00Z
Q10346582,Q371136,2014-07-01T00:00:00Z,2015-06-30T00:00:00Z
Q10346582,Q75684,2015-07-01T00:00:00Z,2016-05-31T00:00:00Z
Q10346582,Q172969,2016-06-01T00:00:00Z,2019-06-10T00:00:00Z
Q10346582,Q2739,2019-06-10T00:00:00Z,2021-06-30T00:00:00Z
Q10346582,Q19516,2022-07-01T00:00:00Z,2024-06-05T00:00:00Z
Q10346582,Q1543,2024-06-13T00:00:00Z,2024-12-29T00:00:00Z
Q10346582,Q704,2025-01-31T00:00:00Z,
Q3851279,Q1543,,
Q3862936,Q845043,2017-06-14T00:00:00Z,2018-12-19T00:00:00Z
Q3862936,Q2768,2020-02-04T00:00:00Z,
Q3767704,Q6703,,
Q26696437,Q289613,2010-11-30T00:00:00Z,2011-02-21T00:00:00Z
Q26696437,Q13385,2014-12-08T00:00:00Z,2020-02-10T00:00:00Z
Q1464710,Q611222,,
Q1407829,Q13391,1969-04-14T00:00:00Z,1971-06-30T00:00:00Z
Q1407829,Q1120838,1971-07-01T00:00:00Z,1973-06-30T00:00:00Z
Q1407829,Q6664,1973-07-01T00:00:00Z,1975-06-30T00:00:00Z
Q1407829,Q1457,1975-07-01T00:00:00Z,1977-06-30T00:00:00Z
Q1407829,Q631,1977-07-01T00:00:00Z,1982-06-30T00:00:00Z
Q1407829,Q2768,1982-07-01T00:00:00Z,1984-06-30T00:00:00Z
Q1407829,Q1457,1984-07-01T00:00:00Z,1986-06-30T00:00:00Z
Q1407829,Q2052,1986-07-01T00:00:00Z,1987-06-30T00:00:00Z
Q1407829,Q298217,1987-10-25T00:00:00Z,1988-06-30T00:00:00Z
Q1407829,Q6630,1988-12-20T00:00:00Z,1990-01-27T00:00:00Z
Q1407829,Q1120838,1990-07-01T00:00:00Z,1991-06-30T00:00:00Z
Q1407829,Q8408,1991-07-01T00:00:00Z,1992-01-25T00:00:00Z
Q1407829,Q1893,1992-07-01T00:00:00Z,1993-02-27T00:00:00Z
Q1407829,Q289613,1994-02-07T00:00:00Z,1994-06-30T00:00:00Z
Q1407829,Q3747548,1995-07-01T00:00:00Z,1996-06-30T00:00:00Z
Q1407829,Q276089,1998-01-01T00:00:00Z,1999-12-31T00:00:00Z
Q1407829,Q1932104,2001-01-01T00:00:00Z,2001-12-31T00:00:00Z
Q1407829,Q429501,2002-01-01T00:00:00Z,2002-12-31T00:00:00Z
Q1407829,Q2647257,2006-03-29T00:00:00Z,2006-06-30T00:00:00Z
Q1337031,Q16344,1974-07-01T00:00:00Z,1980-06-30T00:00:00Z
Q1337031,Q2609,1980-07-01T00:00:00Z,1982-01-25T00:00:00Z
Q1337031,Q1543,1982-07-01T00:00:00Z,1984-03-26T00:00:00Z
Q1337031,Q631,1984-07-01T00:00:00Z,1985-11-10T00:00:00Z
Q1337031,Q6630,1986-11-10T00:00:00Z,1988-12-19T00:00:00Z
Q1337031,Q2710,1989-07-01T00:00:00Z,1989-09-25T00:00:00Z
Q1337031,Q289613,1991-09-16T00:00:00Z,1992-06-30T00:00:00Z
Q1337031,Q16344,1993-06-01T00:00:00Z,1995-03-18T00:00:00Z
Q1337031,Q16344,1998-04-05T00:00:00Z,1999-02-13T00:00:00Z
Q65127311,Q8603,,
Q65127311,Q3642591,,
Q65127311,Q3149156,,
Q65127311,Q2674,,
Q65127311,Q6703,,
Q65127311,Q501245,,
Q65127311,Q1512790,,
Q3838152,Q2798,2019-11-01T00:00:00Z,
Q113652572,Q11703711,2008-07-01T00:00:00Z,2009-06-01T00:00:00Z
Q113652572,Q16344,2008-07-01T00:00:00Z,2009-06-01T00:00:00Z
Q113652572,Q11703711,2010-07-01T00:00:00Z,2011-06-01T00:00:00Z
Q113652572,Q16348,2010-07-01T00:00:00Z,2011-06-01T00:00:00Z
Q113652572,Q11703711,2011-07-01T00:00:00Z,2011-12-01T00:00:00Z
Q113652572,Q1508747,2011-07-01T00:00:00Z,2011-12-01T00:00:00Z
Q113652572,Q11703711,2012-06-01T00:00:00Z,2015-06-01T00:00:00Z
Q113652572,Q6703,2012-06-01T00:00:00Z,2015-06-01T00:00:00Z
Q113652572,Q11703711,2015-07-01T00:00:00Z,2018-06-01T00:00:00Z
Q113652572,Q2641,2015-07-01T00:00:00Z,2018-06-01T00:00:00Z
Q113652572,Q11703711,2020-08-01T00:00:00Z,2021-02-01T00:00:00Z
Q113652572,Q1900,2020-08-01T00:00:00Z,2021-02-01T00:00:00Z
Q113652572,Q11703711,2021-07-01T00:00:00Z,2022-07-01T00:00:00Z
Q113652572,Q2641,2021-07-01T00:00:00Z,2022-07-01T00:00:00Z
Q113652572,Q174512,2022-07-01T00:00:00Z,
Q113652572,Q2641,2024-02-01T00:00:00Z,2024-06-01T00:00:00Z
,,,
